cycle_times,total_bitmap_size,total_execution_time,execution_entry_count,total_score,no_new_coverage_cycle_times,exploration_mode,last_fuzz_finds_count,last_fuzz_crash_count,last_fuzz_timeout_count,bitmap_size,program_run_time
64,13783674,65.9693832397461,49740,234931.25,0,False,479,0,0,6477,1347.379156112671
65,13838571,66.20742273330688,49933,234631.25,0,False,480,0,0,6496,1353.1064143180847
65,13882173,66.39165234565735,50081,236231.25,0,False,481,0,0,6497,1365.3232851028442
65,13956718,66.70850491523743,50330,239831.25,0,False,482,0,0,6498,1377.2544038295746
65,14238419,67.87056946754456,51254,242231.25,0,False,483,0,0,6518,1441.0059509277344
65,14239597,67.87395095825195,51257,242231.25,0,False,484,0,0,6519,1441.2250204086304
65,14268068,67.99335217475891,51347,236431.25,0,False,485,0,0,6520,1452.3907625675201
65,14278101,68.02502584457397,51375,237331.25,0,False,486,0,0,6532,1452.5784976482391
65,14306496,68.14716219902039,51473,234931.25,0,False,487,0,0,6533,1453.2527179718018
65,14337848,68.27911949157715,51579,237331.25,0,False,488,0,0,6538,1455.76944065094
65,14421305,68.63147807121277,51849,239731.25,0,False,489,0,0,6562,1483.292382478714
65,14421756,68.63256025314331,51850,239731.25,0,False,490,0,0,6573,1483.2988183498383
65,14445858,68.72326683998108,51925,237031.25,0,False,491,0,0,6616,1484.5330271720886
65,14447776,68.73145031929016,51933,237031.25,0,False,492,0,0,6642,1484.5848906040192
65,14457301,68.779620885849,51971,241031.25,0,False,493,0,0,6644,1484.851506948471
65,14482928,68.88458275794983,52057,240831.25,0,False,494,0,0,6664,1490.776602268219
65,14544674,69.16963386535645,52283,244031.25,0,False,495,0,0,6683,1495.8819053173065
65,14559720,69.24435138702393,52339,236931.25,0,False,496,0,0,6685,1503.1222693920135
65,14573777,69.30091667175293,52382,237331.25,0,False,497,0,0,6697,1509.451964378357
65,14645712,69.60487580299377,52626,240531.25,0,False,498,0,0,6698,1521.8660604953766
65,14654206,69.63702416419983,52653,242431.25,0,False,499,0,0,6707,1522.048986196518
65,14673132,69.71054697036743,52711,244831.25,0,False,500,0,0,6715,1524.0327043533325
65,14733631,69.9631507396698,52910,244831.25,0,False,501,0,0,6716,1540.552970647812
65,14753684,70.04730415344238,52977,243631.25,0,False,502,0,0,6717,1542.4557650089264
65,14799859,70.25831341743469,53139,244131.25,0,False,503,0,0,6719,1545.386183977127
65,14976950,71.0193042755127,53746,244231.25,0,False,504,0,0,6722,1564.4998471736908
65,15079312,71.51855063438416,54130,242881.25,0,False,505,0,0,6727,1585.310695886612
65,15109058,71.64110279083252,54225,240381.25,0,False,506,0,0,6735,1596.8857371807098
65,15127828,71.73052835464478,54297,243181.25,0,False,507,0,0,6741,1598.7121834754944
65,15176874,71.96150660514832,54482,245581.25,0,False,508,0,0,6742,1604.3146424293518
65,15192546,72.02155184745789,54532,247181.25,0,False,509,0,0,6745,1604.6482014656067
65,15208924,72.07776379585266,54579,247281.25,0,False,510,0,0,6748,1605.2537949085236
65,15211383,72.08663249015808,54585,247281.25,0,False,511,0,0,6750,1606.724350452423
65,15256060,72.29175329208374,54746,251731.25,0,False,512,0,0,6752,1623.6129221916199
66,15353938,72.71486234664917,55084,248931.25,0,False,513,0,0,6753,1636.6423752307892
66,15354799,72.7182514667511,55087,248931.25,0,False,514,0,0,6754,1636.6637473106384
66,15516677,73.41223692893982,55630,251231.25,0,False,515,0,0,6760,1671.6482079029083
66,15537311,73.50066447257996,55697,254231.25,0,False,516,0,0,6762,1681.7411332130432
66,15538459,73.50404167175293,55700,254231.25,0,False,517,0,0,6763,1681.7620570659637
66,15553460,73.55276703834534,55742,254231.25,0,False,518,0,0,6764,1682.0451755523682
66,15579797,73.68048310279846,55843,262981.25,0,False,519,0,0,6767,1687.4306056499481
66,15668917,74.05464553833008,56135,264031.25,0,False,520,0,0,6768,1709.036596775055
66,15887995,75.01066565513611,56875,263081.25,0,False,521,0,0,6771,1756.5336663722992
66,15970980,75.36348080635071,57160,262181.25,0,False,522,0,0,6772,1776.1659681797028
66,15979162,75.39009928703308,57183,262181.25,0,False,523,0,0,6799,1776.3191232681274
66,15979570,75.39118313789368,57184,262181.25,0,False,524,0,0,6802,1776.3257389068604
66,16013894,75.52335691452026,57294,270281.25,0,False,525,0,0,6803,1777.085874080658
66,16165578,76.16044878959656,57801,272231.25,0,False,526,0,0,6817,1801.4932761192322
66,16183109,76.23113465309143,57859,271031.25,0,False,527,0,0,6819,1804.3639731407166
66,16196484,76.2988953590393,57909,273431.25,0,False,528,0,0,6821,1813.7416396141052
66,16224755,76.40280413627625,57997,273731.25,0,False,529,0,0,6824,1814.6874940395355
66,16240909,76.47354912757874,58053,272081.25,0,False,530,0,0,6839,1815.0773000717163
66,16323572,76.81878590583801,58318,275081.25,0,False,531,0,0,6840,1839.0016458034515
66,16413716,77.21476078033447,58614,274381.25,0,False,532,0,0,6851,1861.8457601070404
66,16704088,78.53565835952759,59612,274681.25,0,False,533,0,0,6852,1941.7344541549683
67,16822899,79.04675936698914,59999,271681.25,0,False,534,0,0,6855,1978.7824337482452
67,16903993,79.35860300064087,60243,268981.25,0,False,535,0,0,6864,1989.2976424694061
67,17080213,80.1222460269928,60835,265381.25,0,False,536,0,0,6865,2034.1056385040283
67,17131041,80.36432886123657,61016,263881.25,0,False,537,0,0,6866,2045.099051952362
67,17351877,81.31736421585083,61766,266681.25,0,False,538,0,0,6875,2084.3897185325623
67,17361078,81.3539981842041,61793,263581.25,0,False,539,0,0,6877,2090.193672180176
67,17370142,81.38223528862,61817,263581.25,0,False,540,0,0,6903,2090.359662294388
67,17425743,81.60675072669983,61989,267581.25,0,False,541,0,0,6909,2113.9947459697723
67,17469963,81.79946660995483,62140,269231.25,0,False,542,0,0,6911,2130.5604128837585
67,17473620,81.81528067588806,62153,269231.25,0,False,543,0,0,6955,2130.6505126953125
67,17550347,82.13206648826599,62402,273831.25,0,False,544,0,0,6956,2143.3170449733734
