cycle_times,total_bitmap_size,total_execution_time,execution_entry_count,total_score,no_new_coverage_cycle_times,exploration_mode,last_fuzz_finds_count,last_fuzz_crash_count,last_fuzz_timeout_count,bitmap_size,program_run_time
155,9544550,92.65273237228394,66710,38200.0,0,False,147,2650,0,650,438.14157605171204
155,9547777,92.68421626091003,66733,38200.0,0,False,148,2650,0,651,438.2931206226349
155,9549873,92.70432043075562,66748,38200.0,0,False,149,2650,0,652,438.38501954078674
155,9550719,92.71334218978882,66754,38200.0,0,False,150,2650,0,653,438.4237332344055
155,9551706,92.72472643852234,66761,38200.0,0,False,151,2650,0,654,438.47530150413513
155,9554788,92.75447201728821,66783,38200.0,0,False,152,2650,0,655,438.608628988266
155,9557312,92.77970910072327,66801,38200.0,0,False,153,2650,0,656,438.7171428203583
155,9558297,92.78780388832092,66808,38200.0,0,False,154,2650,0,657,438.75706934928894
155,9563475,92.84019565582275,66845,38200.0,0,False,155,2651,0,658,438.98513770103455
155,9573701,92.93557095527649,66918,38200.0,0,False,156,2654,0,659,439.4438896179199
161,10874799,104.7313711643219,76166,74200.0,5,False,157,2911,0,660,496.02836751937866
167,12112430,116.07820153236389,84957,74900.0,5,False,158,3142,0,661,550.2319316864014
171,12561760,120.38149070739746,88128,55500.0,3,False,159,3253,0,662,570.5641641616821
182,13664482,130.79296827316284,95838,50300.0,10,False,160,3514,0,663,621.2737500667572
185,13950642,133.5200686454773,97850,48450.0,2,False,161,3583,0,664,634.2071852684021
191,14570837,139.00032091140747,102211,50050.0,5,False,162,3739,0,665,661.4192740917206
191,14613041,139.36982083320618,102505,51850.0,5,False,163,3745,0,666,663.2337572574615
193,14904568,142.05663871765137,104559,51450.0,1,False,164,3808,0,667,676.4468810558319
211,16708088,158.2969787120819,117147,52650.0,17,True,165,4227,0,668,756.5441582202911
217,17368240,164.3390634059906,121793,50375.0,5,False,166,4409,0,669,785.7113537788391
219,17571626,166.12560176849365,123229,50975.0,1,False,167,4485,0,671,794.418429851532
224,18190865,171.6649272441864,127589,52575.0,4,False,168,4640,0,688,821.6469614505768
224,18191010,171.66617608070374,127590,52575.0,4,False,169,4640,0,694,821.6576459407806
224,18191164,171.66735172271729,127591,52575.0,4,False,170,4640,0,699,821.6647212505341
224,18191318,171.66841053962708,127592,52575.0,4,False,171,4640,0,704,821.6739811897278
224,18191472,171.66945338249207,127593,52575.0,4,False,172,4640,0,705,821.6793873310089
224,18191781,171.67179417610168,127595,52575.0,4,False,173,4640,0,706,821.6945123672485
224,18191935,171.67302942276,127596,52575.0,4,False,174,4640,0,707,821.7004265785217
224,18192089,171.67421412467957,127597,52575.0,4,False,175,4640,0,708,821.7063682079315
224,18192861,171.68001103401184,127602,52575.0,4,False,176,4640,0,710,821.7342028617859
224,18194847,171.69501566886902,127615,52575.0,4,False,177,4640,0,711,821.8176577091217
224,18196069,171.70379090309143,127623,52575.0,4,False,178,4640,0,712,821.8835830688477
224,18196377,171.7063889503479,127625,52575.0,4,False,179,4640,0,713,821.8974072933197
224,18196531,171.70773482322693,127626,52575.0,4,False,180,4640,0,714,821.9034688472748
224,18197456,171.7149646282196,127632,52575.0,4,False,181,4641,0,721,821.9436328411102
224,18198685,171.72521591186523,127640,52575.0,4,False,182,4641,0,722,821.9924311637878
224,18200525,171.7401406764984,127652,52575.0,4,False,183,4641,0,724,822.0701994895935
224,18202000,171.75186562538147,127662,52575.0,4,False,184,4641,0,725,822.1302344799042
224,18203173,171.76066994667053,127670,52575.0,4,False,185,4641,0,726,822.1759672164917
224,18204856,171.7741162776947,127681,52575.0,4,False,186,4641,0,727,822.246524810791
224,18212212,171.83888840675354,127729,52575.0,4,False,187,4641,0,728,822.573982000351
224,18214524,171.85647654533386,127744,52575.0,4,False,188,4641,0,729,822.6667633056641
224,18220325,171.90195393562317,127782,52575.0,4,False,189,4641,0,730,822.9138631820679
224,18220629,171.904194355011,127784,52575.0,4,False,190,4641,0,731,822.9278891086578
224,18226616,171.9519603252411,127823,52575.0,4,False,191,4641,0,732,823.160148859024
224,18234115,172.01360321044922,127872,52575.0,4,False,192,4642,0,733,823.4886355400085
224,18237650,172.04190063476562,127895,52575.0,4,False,193,4643,0,734,823.6397829055786
225,18286901,172.4530735015869,128224,94175.0,0,False,194,4655,0,735,825.7736258506775
225,18300242,172.55892515182495,128312,95775.0,0,False,195,4655,0,736,826.3357629776001
225,18309294,172.64227056503296,128371,97375.0,0,False,196,4655,0,737,826.754332780838
225,18339887,172.89742970466614,128574,98975.0,0,False,197,4658,0,739,828.0632817745209
225,18370684,173.15841245651245,128778,100175.0,0,False,198,4658,0,740,829.3465826511383
225,18371302,173.1631109714508,128782,100175.0,0,False,199,4658,0,741,829.3692681789398
225,18372380,173.17138528823853,128789,100175.0,0,False,200,4658,0,742,829.418240070343
225,18591886,175.10575985908508,130246,104375.0,0,False,201,4676,0,748,839.1054046154022
226,18691014,176.0564911365509,130898,106775.0,0,False,202,4682,0,749,843.7285196781158
232,20789335,194.3756971359253,144760,108375.0,5,False,203,4882,0,750,934.704422712326
235,21761681,202.833491563797,151188,107575.0,2,False,204,4983,0,751,976.6539738178253
239,23170485,214.81548690795898,160542,109175.0,3,False,205,5127,0,752,1036.5083012580872
257,25962827,241.13174962997437,179609,89775.0,17,True,206,5612,0,753,1162.3307569026947
258,26163052,242.97515106201172,180977,66575.0,0,False,207,5649,0,754,1171.6882140636444
259,26226808,243.56594562530518,181417,67775.0,0,False,208,5661,0,758,1174.5898349285126
259,26227080,243.56811118125916,181419,67775.0,0,False,209,5661,0,761,1174.6028974056244
271,28097134,260.71461248397827,194313,70175.0,11,True,210,5975,0,762,1258.9983608722687
287,30322637,281.6845271587372,209677,69625.0,15,True,211,6392,0,763,1358.8829936981201
302,32313265,300.2323040962219,223385,68125.0,14,True,212,6792,0,765,1447.7269034385681
302,32313679,300.2357654571533,223388,68125.0,14,True,213,6792,0,766,1447.74431848526
302,32314370,300.24264001846313,223393,68125.0,14,True,214,6793,0,768,1447.7733294963837
302,32374449,300.7689280509949,223808,71925.0,14,True,215,6805,0,769,1450.3364782333374
303,32473347,301.68927025794983,224498,73125.0,0,False,216,6831,0,770,1454.7080533504486
304,32590226,302.7412328720093,225306,73525.0,0,False,217,6859,0,785,1459.7210857868195
306,32903122,305.4319975376129,227465,74325.0,1,False,218,6934,0,787,1472.89967918396
306,32959273,305.92018866539,227857,75525.0,1,False,219,6949,0,788,1475.2535512447357
307,33225296,308.35119581222534,229702,77125.0,0,False,220,7004,0,789,1486.9064481258392
334,37536828,347.9784576892853,259577,78325.0,26,True,221,7968,0,790,1679.047374010086
335,37755972,349.91342973709106,261087,71375.0,0,False,222,8015,0,795,1688.4583451747894
340,38511988,356.64805245399475,266306,72575.0,4,False,223,8152,0,797,1721.1423823833466
350,39981885,370.18011832237244,276489,73775.0,9,False,224,8451,0,800,1786.0694513320923
350,39982024,370.18127155303955,276490,73775.0,9,False,225,8451,0,801,1786.0749242305756
350,40030757,370.63219261169434,276830,76975.0,9,False,226,8466,0,803,1788.239010810852
358,41325235,382.79668068885803,285828,78575.0,7,False,227,8797,0,805,1845.421770811081
358,41421557,383.7505648136139,286497,78075.0,7,False,228,8812,0,806,1849.8174378871918
367,42966346,398.28770208358765,297238,79675.0,8,False,229,9165,0,807,1918.3593573570251
368,43248483,400.9105980396271,299201,78875.0,0,False,230,9229,0,808,1930.845478773117
369,43318921,401.5445775985718,299691,79275.0,0,False,231,9241,0,810,1933.9147007465363
379,45249672,419.51971793174744,313128,81275.0,9,False,232,9592,0,811,2020.199259519577
389,46915217,434.8189597129822,324657,78875.0,9,False,233,9947,0,812,2093.782569885254
390,47000582,435.59398674964905,325248,77075.0,0,False,234,9962,0,813,2097.5060777664185
391,47196114,437.409503698349,326602,78275.0,0,False,235,9992,0,817,2106.319855451584
391,47198857,437.4325511455536,326621,78275.0,0,False,236,9992,0,818,2106.4380469322205
391,47261016,437.985435962677,327051,81875.0,0,False,237,10008,0,820,2109.120368242264
399,48901849,453.00251293182373,338478,84275.0,7,False,238,10245,0,821,2183.302217721939
402,49471413,458.2803113460541,342449,85275.0,2,False,239,10315,0,822,2209.637080669403
402,49492022,458.4626054763794,342594,87075.0,2,False,240,10318,0,823,2210.5566585063934
403,49681312,460.160129070282,343903,88675.0,0,False,241,10347,0,824,2219.0905816555023
